y_actual,y_pred,y_prob,top_3_features
0,0,0.002595933,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00065495097,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.022422368,"['Status_Scores', 'Current_World_Pay_Token', 'Sustainability_Score']"
0,1,0.6047935,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0057358188,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.008080182,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0008972252,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0015575984,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0032631103,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0044725607,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.028427424,"['Status_Scores', 'Current_World_Pay_Token', 'Anchoring_Score']"
0,0,0.00085598504,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.006001075,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.001076352,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.007965434,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0048966245,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.28514314,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.00011782265,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0016715609,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.879309,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.014848666,"['Status_Scores', 'Current_World_Pay_Token', 'Unnamed: 0']"
0,1,0.06116234,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.002114188,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0032587117,"['Status_Scores', 'cancel_flag', 'Total_Net_Paid']"
0,0,0.012336536,"['Status_Scores', 'Call_attend_status_renewal', 'Total_Net_Paid']"
0,0,0.004177822,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.06524744,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,0,0.009392439,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0017777737,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0019305879,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.014576749,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0015341889,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0071087424,"['Sustainability_Score', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.0028462412,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
1,1,0.9578957,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,1,0.16176993,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.017844751,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00020538784,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.005011637,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
1,1,0.9966697,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.009507835,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.00630205,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.8366976,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0015148658,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.008131644,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.90836823,"['cancel_flag', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.6833077,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,0,0.002475146,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
1,1,0.9997433,"['Total_Net_Paid', 'Status_Scores', 'cancel_flag']"
0,1,0.20231721,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.020901378,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0038628608,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00899149,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
0,0,0.04727763,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.000640382,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
1,1,0.9999696,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
0,1,0.06875681,"['Total_Net_Paid', 'Status_Scores', 'Current_World_Pay_Token']"
0,1,0.734403,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0169566,"['Status_Scores', 'Total_Net_Paid', 'Band_Band I']"
0,0,3.4073328e-05,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.99561834,"['Discount_Amount', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0047258902,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0005881789,"['Sustainability_Score', 'Band_Band F', 'Total_Net_Paid']"
0,1,0.10378526,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0012265057,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0010523149,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0034941765,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0027089936,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,0,0.00033410557,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.024727222,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.020796971,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.91261744,"['Status_Scores', 'Renewal_Score_At_Release', 'Discount_Amount']"
0,0,0.0031312124,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0011269136,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.068626605,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.0007058497,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0010420226,"['Sustainability_Score', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0024505006,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.030993754,"['Status_Scores', 'Current_World_Pay_Token', 'Sustainability_Score']"
0,1,0.11639895,"['Status_Scores', 'stage_high_risk_flag', 'Current_World_Pay_Token']"
0,0,0.0065629063,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.026658742,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,1,0.05392242,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
1,1,0.5661158,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.056688786,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0010062131,"['Sustainability_Score', 'Status_Scores', 'Customer_Response_Risk_Low Risk']"
0,0,0.048119996,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0084022125,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.8572564,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.023998724,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.13613147,"['Status_Scores', 'Connection_Group_3', 'Payment_Timeframe']"
0,0,0.0006303732,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00882073,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.052668966,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9958217,"['Total_Net_Paid', 'Status_Scores', 'Band_Band F']"
0,0,0.00044984664,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,0,0.0016590196,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.003266378,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0039535817,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.011069779,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0010448277,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
1,1,0.9962513,"['Total_Net_Paid', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.0003475606,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0010554775,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.025503848,"['Status_Scores', 'Total_Net_Paid', 'Unnamed: 0']"
0,0,0.008144307,"['Status_Scores', 'Payment_Timeframe', 'Renewal_Score_At_Release']"
0,0,0.005903016,"['Status_Scores', 'Renewal_Score_At_Release', 'Anchoring_Score']"
0,1,0.17867477,"['Status_Scores', 'Current_Anchorings', 'Sustainability_Score']"
0,0,0.007954933,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,1,0.05195476,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
0,1,0.18354398,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
1,1,0.999889,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0012750378,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,0,0.006261346,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.007506484,"['Status_Scores', 'Payment_Timeframe', 'Current_Anchorings']"
0,0,0.031201705,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.01944065,"['Status_Scores', 'Tenure_Years', 'Current_World_Pay_Token']"
0,0,0.013296434,"['Status_Scores', 'Tenure_Years', 'Current_World_Pay_Token']"
0,1,0.36519933,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.034853593,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0033692007,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
0,0,0.00091265544,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.00068677595,"['Status_Scores', 'Tenure_Years', 'Customer_Response_Risk_Low Risk']"
0,0,0.010693733,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.06198685,"['Status_Scores', 'Sustainability_Score', 'Tenure_Group_3']"
0,0,0.030736033,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.9994475,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
0,0,0.006232065,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.9952537,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
1,1,0.07222546,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0010006712,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.60049075,"['Status_Scores', 'Current_World_Pay_Token', 'Payment_Timeframe']"
1,1,0.9933095,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.022287475,"['Sustainability_Score', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.0017448913,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0041141277,"['Status_Scores', 'Sustainability_Score', 'cancel_flag']"
0,0,0.0012382695,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_3']"
0,0,0.006453503,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.0014973447,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.41892636,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
1,1,0.6335441,"['Status_Scores', 'Renewal_Score_At_Release', 'Current_Anchorings']"
0,0,0.034850225,"['Tenure_Years', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.005665259,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.00060831767,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0012822212,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.044338055,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.11443222,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.04190362,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.030015187,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0015519683,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,1,0.18314528,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.03212434,"['Status_Scores', 'Renewal_Score_At_Release', 'stage_high_risk_flag']"
0,1,0.40763912,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
1,1,0.9999088,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
1,0,0.022830544,"['Status_Scores', 'Connection_Group_3', 'Renewal_Score_At_Release']"
0,0,0.0070861075,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0026620696,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.00031911748,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.04600646,"['Sustainability_Score', 'Status_Scores', 'Band_Band G']"
0,0,0.003936123,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.00065815967,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.022444589,"['Status_Scores', 'Current_World_Pay_Token', 'Payment_Timeframe']"
1,1,0.9482061,"['Total_Net_Paid', 'Status_Scores', 'Discount_Amount']"
0,0,0.0288318,"['Status_Scores', 'Call_attend_status_renewal', 'Total_Net_Paid']"
0,0,0.0008302088,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,0,0.00022684754,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.045238774,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.0001459427,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.006949012,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.01927568,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0013815857,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.04099011,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,0,0.00057458295,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.05616727,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.9999951,"['Total_Net_Paid', 'Band_Band B', 'Discount_Amount']"
0,0,0.0061128014,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.00084765616,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0020184154,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.026616897,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.043394234,"['Sustainability_Score', 'Status_Scores', 'Discount_Amount']"
0,0,0.00047094154,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.00078416214,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.009885244,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
1,1,0.9999558,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0015129981,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
1,1,0.98344064,"['Discount_Amount', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.026212972,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0013830904,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.12939404,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.004128428,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.0033292545,"['Status_Scores', 'Payment_Timeframe', 'Current_World_Pay_Token']"
0,0,0.0016932696,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,1,0.5206025,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0028986614,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0038632848,"['Tenure_Years', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.005602208,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.96135193,"['Status_Scores', 'stage_high_risk_flag', 'Renewal_Score_At_Release']"
1,1,0.9959681,"['Total_Net_Paid', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.0010212269,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.25202,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0021208005,"['Payment_Timeframe', 'Renewal_Score_At_Release', 'Tenure_Years']"
0,0,0.002514673,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0013204896,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0024831009,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.02960691,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0015611523,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0054823905,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.00038743607,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.00469081,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0013158513,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.022848573,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0020154957,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0004726697,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.008818178,"['Status_Scores', 'Current_Anchorings', 'Current_World_Pay_Token']"
0,1,0.58613575,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0015806893,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.000632408,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0033731626,"['Tenure_Years', 'Sustainability_Score', 'Status_Scores']"
0,0,0.016656362,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.010048426,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_independent']"
0,0,0.01318558,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
1,1,0.99995863,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0031348092,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.008823207,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.14856833,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,1,0.058952503,"['Status_Scores', 'Current_World_Pay_Token', 'Total_Net_Paid']"
0,0,0.045589376,"['Sustainability_Score', 'Status_Scores', 'Tenure_Group_3']"
0,0,0.016207319,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
0,1,0.2929724,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,1,0.06848646,"['Status_Scores', 'Current_World_Pay_Token', 'Tenure_Years']"
0,0,0.0049114446,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0063830805,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0008261336,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0055948333,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.04560651,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,1,0.08436964,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,1,0.10450974,"['Tenure_Years', 'Status_Scores', 'stage_high_risk_flag']"
0,0,0.0002846832,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.019327631,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.00088533957,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.88031226,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
1,1,0.9930403,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
0,0,0.0054858318,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0038561423,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.010955706,"['Status_Scores', 'Sustainability_Score', 'stage_high_risk_flag']"
0,0,0.0009172379,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
0,0,0.0018393875,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.99999094,"['Total_Net_Paid', 'Band_Band B', 'Discount_Amount']"
0,0,0.0075392914,"['Status_Scores', 'Sustainability_Score', 'cancel_flag']"
0,0,0.0029972813,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.019454313,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,0,0.0026247944,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00058991427,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.010949942,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.023068132,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.0032939874,"['Status_Scores', 'Payment_Timeframe', 'Current_World_Pay_Token']"
0,0,0.00092601374,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.00062526116,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0030905658,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.0003239639,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.015917877,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.9953714,"['Total_Net_Paid', 'Status_Scores', 'cancel_flag']"
0,0,0.036527414,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.009259633,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.04568908,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.2385784,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.026408099,"['Status_Scores', 'Band_Band F2', 'Payment_Timeframe']"
0,1,0.5454136,"['Status_Scores', 'stage_high_risk_flag', 'Sustainability_Score']"
0,0,0.010825003,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.010309147,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
1,1,0.7793292,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.003520851,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0015706897,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.021780277,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
1,1,0.98579574,"['Total_Net_Paid', 'Status_Scores', 'Band_Band C1']"
0,0,0.012153723,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.9215379,"['Status_Scores', 'stage_high_risk_flag', 'Renewal_Score_At_Release']"
0,0,0.0033533035,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.014744406,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.99999774,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.002185979,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0009951855,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.007536238,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0007498301,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00083734485,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.0032075455,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00063132076,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,0,0.012743941,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.011723598,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
1,1,0.72312933,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0032385928,"['Tenure_Years', 'Sustainability_Score', 'Status_Scores']"
0,0,0.003764877,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.030233663,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0029016496,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.016888997,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00082576525,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0012570525,"['Sustainability_Score', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0014826073,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.026386585,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00034865644,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.00032717356,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0071616257,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.55910647,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.022718651,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.044899445,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.04258822,"['Status_Scores', 'Current_World_Pay_Token', 'Renewal_Score_At_Release']"
0,0,0.037128534,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.121721834,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.012776781,"['Sustainability_Score', 'Status_Scores', 'Renewal_Score_At_Release']"
