y_actual,y_pred,y_prob,top_3_features
1,1,0.9902311,"['cancel_flag', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.29127884,"['Status_Scores', 'stage_high_risk_flag', 'Sustainability_Score']"
0,0,0.035743322,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.008466189,"['Status_Scores', 'Tenure_Years', 'Unnamed: 0']"
0,1,0.44185567,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.00017432761,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.00852893,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.00039533543,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.00026389922,"['Total_Net_Paid', 'Sustainability_Score', 'Status_Scores']"
0,0,0.045606486,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.03532593,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.955866,"['Total_Net_Paid', 'Status_Scores', 'Payment_Timeframe']"
0,1,0.19311018,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.00047220758,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.017433522,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.0037531524,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
1,1,0.6699339,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0012032774,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.5641975,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.02175598,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0009860346,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.010674686,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.00029297816,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.011037748,"['Sustainability_Score', 'Status_Scores', 'stage_low_risk_flag']"
0,1,0.95635515,"['Status_Scores', 'Discount_Amount', 'Tenure_Years']"
0,0,0.009638845,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.20425111,"['Status_Scores', 'Sustainability_Score', 'stage_low_risk_flag']"
0,0,0.0004169225,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0004713799,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.007842866,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.026104575,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.0011333445,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.91081226,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.011955521,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,1,0.4065979,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0022454518,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0005948563,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,1,0.6850364,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.006674566,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.35112646,"['Total_Net_Paid', 'Status_Scores', 'Band_Band C1']"
0,0,0.014329936,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0009303081,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00069100724,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.99987173,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.00032816132,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.032088738,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,0,0.012755854,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00018499259,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0014535154,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.014351897,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0028569496,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.084365994,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.015644105,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0025802243,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.004344778,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0490489,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.004931338,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.5718607,"['Status_Scores', 'Connection_Group_independent', 'Discount_Amount']"
0,0,0.00026687095,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.9999361,"['Discount_Amount', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.038240183,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9999877,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.009872465,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
0,0,0.015539562,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0022741777,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.032004885,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0027588762,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0020225653,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
0,1,0.11629468,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.03684608,"['Status_Scores', 'stage_high_risk_flag', 'Connection_Group_independent']"
0,0,0.026352176,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.0060066585,"['Status_Scores', 'Band_Band F2', 'Current_Anchorings']"
0,0,0.0004294092,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.009867278,"['Status_Scores', 'Total_Net_Paid', 'Current_Anchorings']"
0,0,0.0013119889,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.96556205,"['Status_Scores', 'stage_high_risk_flag', 'Renewal_Score_At_Release']"
0,0,0.00065133715,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.018253291,"['Status_Scores', 'Sustainability_Score', 'Tenure_Group_3']"
0,1,0.11409935,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.013371331,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
0,0,0.00016768104,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.010269654,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.011496243,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00045580338,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.23676373,"['Discount_Amount', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.0965919,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.004221497,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.004916171,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.008492736,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
1,1,0.4902314,"['Status_Scores', 'Call_attend_status_renewal', 'Current_World_Pay_Token']"
0,0,0.0026675838,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.009525027,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,1,0.908804,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0011641136,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.20775479,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.00090822874,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,3.605982e-05,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F']"
0,1,0.59320986,"['Total_Net_Paid', 'Status_Scores', 'Band_Band C1']"
1,1,0.829055,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
1,1,0.999479,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
0,0,0.0073463726,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.19867407,"['Payment_Timeframe', 'Status_Scores', 'Connection_Group_independent']"
0,0,0.0024802207,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.005786114,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.070215374,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
1,1,0.9902485,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,1,0.05429502,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.026227854,"['Status_Scores', 'Payment_Timeframe', 'Anchoring_Score']"
0,1,0.5437096,"['Status_Scores', 'cancel_flag', 'Total_Net_Paid']"
0,0,0.022438182,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.08603945,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.00066672487,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.10649863,"['Status_Scores', 'Total_Net_Paid', 'Discount_Amount']"
0,0,0.0035541619,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0010851693,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0019876976,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_3']"
0,0,0.011459011,"['Status_Scores', 'Payment_Timeframe', 'Current_Anchorings']"
0,0,0.0025679497,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.2866403,"['Tenure_Years', 'Discount_Amount', 'Total_Net_Paid']"
0,1,0.062320963,"['Status_Scores', 'Call_attend_status_renewal', 'Sustainability_Score']"
0,0,0.0038242203,"['Sustainability_Score', 'Status_Scores', 'Current_Anchorings']"
0,0,0.032531887,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,0,0.00969591,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.018123932,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
0,1,0.701641,"['Status_Scores', 'Anchoring_Score', 'Payment_Timeframe']"
0,0,0.0013635786,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
1,1,0.631872,"['Status_Scores', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,1,0.1276776,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.0044316123,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0068173907,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.057937946,"['Tenure_Years', 'Total_Net_Paid', 'Discount_Amount']"
0,0,0.01756053,"['Status_Scores', 'Sustainability_Score', 'Current_Auto_Renewal_Flag']"
0,0,0.008190524,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,1,0.34915185,"['Status_Scores', 'Discount_Amount', 'Band_Band H']"
0,0,0.028553428,"['Tenure_Years', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.009071607,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.00039232237,"['Sustainability_Score', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0011706093,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.7009066,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.005836338,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00045523586,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.08406958,"['Status_Scores', 'Payment_Timeframe', 'Anchoring_Score']"
0,1,0.1278709,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.00087348046,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0011804934,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0074335393,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0041810647,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.000261209,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.41733903,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.69594884,"['Status_Scores', 'Connection_Group_independent', 'Sustainability_Score']"
0,0,0.042725522,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.004553087,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.004940378,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.018205082,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.951482,"['Status_Scores', 'stage_high_risk_flag', 'Connection_Group_3']"
0,0,0.007594364,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.020633563,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,2.2851566e-05,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0037157922,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00545006,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0022208486,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.009402809,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
0,0,0.009717791,"['Sustainability_Score', 'Discount_Amount', 'Status_Scores']"
0,1,0.71923137,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.01640872,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.008263701,"['Status_Scores', 'Tenure_Years', 'Customer_Response_Risk_Low Risk']"
0,0,0.0037220886,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.006153902,"['Status_Scores', 'Anchoring_Score', 'Connection_Group_independent']"
0,0,0.0016746416,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.002365146,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.21641745,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.026698295,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,1,0.55837363,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
1,1,0.87516904,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.009432488,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
1,1,0.9905866,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
1,1,0.9995608,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
0,0,0.011777671,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.012850633,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0036521347,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.038594622,"['Status_Scores', 'Renewal_Score_At_Release', 'Sustainability_Score']"
0,0,0.03857177,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.019819612,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.057122137,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.023055648,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
1,1,0.9998996,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
0,0,0.0009814715,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0028279286,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9999944,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
0,0,0.0013841433,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.8901885,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,1,0.77495134,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.00180716,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.015721414,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0003380872,"['Sustainability_Score', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.027773015,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.046517424,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.00063292723,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.99989176,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0014395021,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.7131126,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.0034293756,"['Status_Scores', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.010050192,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.013698462,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.014407712,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.003615572,"['Status_Scores', 'Payment_Timeframe', 'Current_World_Pay_Token']"
0,0,0.0029734063,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.7490726,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_3']"
0,0,0.0011483354,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.20997347,"['Status_Scores', 'Total_Net_Paid', 'Unnamed: 0']"
0,0,0.0007551753,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,0,0.0025946465,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.1149369,"['Status_Scores', 'Sustainability_Score', 'stage_high_risk_flag']"
0,0,0.0023076532,"['Total_Net_Paid', 'Sustainability_Score', 'Status_Scores']"
0,0,0.0021179384,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9324878,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.0032695432,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0030160863,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0012842439,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.06914967,"['Status_Scores', 'Connection_Group_4-9', 'Sustainability_Score']"
1,1,0.0698795,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0025966712,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.020074086,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,1,0.18168992,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.01092415,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0003203716,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.04193584,"['Sustainability_Score', 'Status_Scores', 'Discount_Amount']"
0,0,0.003667531,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.018216494,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0006724406,"['Sustainability_Score', 'Status_Scores', 'Band_Band F']"
0,0,0.0003042441,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0006661259,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.002388517,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0072837938,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0020079613,"['Sustainability_Score', 'Status_Scores', 'Renewal_Score_At_Release']"
1,1,0.9996933,"['Total_Net_Paid', 'Connection_Group_Unknown', 'Status_Scores']"
0,0,0.0020329664,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,5.6604495e-05,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0027804861,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0071156155,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.99709535,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
1,1,0.88536626,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.06846286,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.00021760374,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.05204648,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.001099043,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0006786822,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.001134878,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.011120387,"['Tenure_Years', 'Status_Scores', 'Customer_Response_flag']"
0,0,0.005154982,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.0023326399,"['Total_Net_Paid', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0031314015,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.004000675,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.004756179,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.9999865,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
1,1,0.46040192,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.00016470022,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.99999666,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.01889904,"['Status_Scores', 'Current_World_Pay_Token', 'Payment_Timeframe']"
1,1,0.9998148,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
0,1,0.06285731,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.0058615278,"['Sustainability_Score', 'Status_Scores', 'Discount_Amount']"
0,0,0.011599805,"['Status_Scores', 'Current_World_Pay_Token', 'Anchoring_Score']"
0,0,0.0037275706,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0067381663,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,1,0.769822,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.058393147,"['Tenure_Years', 'Status_Scores', 'Sustainability_Score']"
0,0,0.000772948,"['Total_Net_Paid', 'Renewal_Score_At_Release', 'Status_Scores']"
0,0,0.016847646,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00079928385,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,1,0.06008037,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.011514708,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.014254792,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.044637956,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Discount_Amount']"
0,0,0.004033146,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0009047398,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.007688157,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0014891181,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0020374467,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0070150765,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.096601106,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.013967658,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0060588545,"['Status_Scores', 'Sustainability_Score', 'stage_low_risk_flag']"
0,0,0.0044443966,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00046011244,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.045242608,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0017558802,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.021878257,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
1,1,0.99798274,"['Total_Net_Paid', 'Status_Scores', 'Anchoring_Score']"
0,0,0.0275505,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.041214243,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,1,0.5252301,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9997166,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.00209752,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.015508242,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,1,0.53538835,"['Status_Scores', 'stage_high_risk_flag', 'Tenure_Years']"
0,1,0.18239644,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0012725779,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0021858613,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.018582437,"['Sustainability_Score', 'Status_Scores', 'Anchoring_Score']"
0,0,0.0013232556,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.006515477,"['Sustainability_Score', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.03856836,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,1,0.052611716,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0037269758,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,0,0.0015969923,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,1,0.06994457,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.84434474,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.01364567,"['Sustainability_Score', 'Status_Scores', 'Band_Band F1']"
1,1,0.9906199,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
