Co_Ref,Renewal_Month,Discount_Amount,Sustainability_Score,Total_Renewal_Score_New,Last_Years_Price,Auto_Renewal_Score,Status_Scores,Anchoring_Score,Tenure_Scores,Proforma_Auto_Renewal,Proforma_World_Pay_Token,Proforma_Date,Current_Anchorings,Current_Anchor_List,Payment_Timeframe,Registration_Date,Proforma_Account_Stage,Proforma_Audit_Status,Current_Auto_Renewal_Flag,Current_World_Pay_Token,Renewal_Score_At_Release,Proforma_Membership_Status,Proforma_Approved_Lists,Tenure_Years,Band,Prospect_Renewal_Date,Closed_Date,Prospect_Status,Starting_Net,Starting_Vat,Starting_Gross,Starting_Membership_Net,Starting_Package_Net,Starting_PQQ_Net,Gross,Membership_Net,Package_Net,PQQNet,Total_Net_Paid,Prospect_Outcome,Payment_Method,Amount,Total_Amount,Connection_Group,Tenure_Group,#_of_Connection,Last_Renewal,Last_Band,Last_Total_Net_Paid,Last_Connections,Anchor_Group,Renewal_Year,DateTime_Out
BD6590,01-05-2026,0,8.0,44.0,2437.0,8,9,9.5,9.5,True,False,10-03-2026,13,"CBRE, Mitie, Bellrock Group, Dalkia Ltd, R Twining & Company Ltd, Greencore, Biffa Waste Services Limited, Global Media, Moto Hospitality Ltd, Royal Mail Property and Facilities Solutions, AkzoNobel, Compass Group (Contractors), ForFarmers",,28-05-2004,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,14.0,22.0,Band D,28-05-2026,,Renewal Proforma Sent,2437,487.4,2924.4,1214,140,135,2924.4,1214.0,140.0,135,,Open,UNKNOWN,2437,2437.0,10+,4+,14.0,01-05-2025,Band D,1279.0,15.0,10+,2026,01-05-2026
ND2309,01-05-2026,0,9.0,45.0,1726.0,8,9,9.5,9.5,True,False,06-03-2026,5,"Rendall & Rittner, FirstPort, Serco Group Plc, SHW Partnership LLP, JFM Block & Estate Management",,29-12-2008,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,5.0,18.0,Band D,09-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,8.0,4-9,2026,01-05-2026
NM8865,01-05-2026,0,8.0,45.0,1568.0,9,9,9.5,9.5,True,True,10-03-2026,3,"Knight Frank LLP, London Borough of Southwark, Weetabix Ltd",,20-05-2010,Published,Accredited - SSiP due to expire,y,y,28.0,Accredited,3.0,16.0,Band D,20-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,3.0,3,2026,01-05-2026
EB7451,01-05-2026,0,9.0,45.0,1568.0,8,9,9.5,9.5,True,False,10-03-2026,3,"Colliers International, London Borough of Southwark, Collins Construction Ltd",,14-05-2010,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,3.0,16.0,Band D,07-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,4.0,3,2026,01-05-2026
PM2370,01-05-2026,0,8.0,44.0,1726.0,8,9,9.5,9.5,True,False,10-03-2026,5,"Workman LLP, Carter Jonas LLP, Oxford Direct Services Trading Limited, Collins Construction Ltd, AB Agri",,30-05-2006,Renewal Process,Final renewal questionnaire reminder,y,n,26.5,In Progress,5.0,20.0,Band D,30-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
FA3860,01-05-2026,0,9.0,45.0,1647.0,9,8,9.5,9.5,True,True,10-03-2026,4,"FirstPort, Carter Jonas LLP, Peabody Trust, Oxford Direct Services Trading Limited",,11-05-2006,Renewal Process,Renewal Questionnaire Received,y,y,26.5,In Progress,4.0,20.0,Band D,11-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,3.0,4-9,2026,01-05-2026
OP1735,01-05-2026,0,9.5,44.5,1647.0,8,8,9.5,9.5,True,False,10-03-2026,4,"Savills UK Limited, Hornbeam, Harris Evolution Limited, The Bristol Port Company",,14-05-2004,Suspended,SUSPENDED - SSiP Expired,y,n,25.0,Member Only,4.0,22.0,Band D,14-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
PL0765,01-05-2026,0,8.0,45.0,1568.0,9,9,9.5,9.5,True,True,10-03-2026,3,"Knight Frank LLP, Serco Group Plc, Pearl & Coutts",,12-05-2006,Renewal Process,Renewal Questionnaire Sent,y,y,28.0,Accredited,3.0,20.0,Band D,12-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,3.0,3,2026,01-05-2026
DY1742,01-05-2026,0,8.0,45.0,1726.0,9,9,9.5,9.5,True,True,09-03-2026,5,"Mitie, Savills UK Limited, Colliers International, Arcus FM, Arnold Clark Automobiles Ltd",,30-05-2018,Renewal Process,Renewal Questionnaire Sent,y,y,28.0,Accredited,5.0,8.0,Band D,30-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,7.0,4-9,2026,01-05-2026
IK9346,01-05-2026,0,9.0,45.0,1568.0,8,9,9.5,9.5,True,False,10-03-2026,3,"Speirs Gumley Property Management, Gregory Distribution Limited, Redpath Bruce",,20-05-2009,Renewal Process,Renewal Questionnaire Received,y,n,28.0,Accredited,3.0,17.0,Band D,20-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,4.0,3,2026,01-05-2026
XS6443,01-05-2026,0,8.0,43.5,2042.0,8,9,9.5,9.0,True,False,09-03-2026,10,"Rendall & Rittner, Knight Frank LLP, Bidwells LLP, SHW Partnership LLP, Kinleigh Ltd (Block Management Division), Savills Management Resources Ltd, Touchstone, Lambert Smith Hampton Residential, JFM Block & Estate Management, Lee Baron",,20-05-2020,Renewal Process,Renewal Questionnaire Sent,y,n,27.5,Accredited,9.0,6.0,Band D,20-05-2026,,Renewal Proforma Sent,2042,408.4,2450.4,1214,140,135,2450.4,1214.0,140.0,135,,Open,UNKNOWN,2042,2042.0,4-9,4+,9.0,01-05-2025,Band D,1279.0,8.0,4-9,2026,01-05-2026
QM2283,01-05-2026,0,9.5,45.5,1568.0,9,8,9.5,9.5,True,True,09-03-2026,3,"United Infrastructure Group, Cardo Group Limited, Peabody Trust",,03-05-2019,Published,Accredited,y,y,28.0,Accredited,3.0,7.0,Band D,03-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,3.0,3,2026,01-05-2026
EC6498,01-05-2026,0,9.5,45.5,1647.0,8,9,9.5,9.5,True,False,09-03-2026,4,"CBRE, Mitie, Sodexo Limited, G4S PLC",,20-05-2019,Published,Accredited,y,n,28.0,Accredited,4.0,7.0,Band D,20-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
MK4583,01-05-2026,0,8.0,45.0,1726.0,9,9,9.5,9.5,True,True,09-03-2026,5,"Dalkia Ltd, Knight Frank LLP, Collins Construction Ltd, British Sugar, Helix Construct",,15-05-2017,Published,Accredited,y,y,28.0,Accredited,5.0,9.0,Band D,15-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
TI4124,01-05-2026,0,9.5,46.5,1647.0,9,9,9.5,9.5,True,True,09-03-2026,4,"Bellrock Group, Colliers International, Caffe Nero Group Holding ltd, Kinleigh Ltd (Block Management Division)",,10-05-2016,Published,Accredited,y,y,28.0,Accredited,4.0,10.0,Band D,10-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
LM3924,01-05-2026,0,8.0,45.0,1726.0,9,9,9.5,9.5,True,True,09-03-2026,5,"FirstPort, Savills UK Limited, Trent & Dove Housing, Lambert Smith Hampton Residential, Peabody Trust",,10-05-2019,Published,Accredited,y,y,28.0,Accredited,5.0,7.0,Band D,10-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
AE1692,01-05-2026,0,9.5,45.5,1805.0,8,9,9.5,9.5,True,False,06-03-2026,6,"Mitie, Nestle UK Ltd, Plentific, British Gypsum, ForFarmers, Princes Ltd",,22-05-2003,Published,Accredited,y,n,28.0,Accredited,6.0,23.0,Band D,22-05-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-05-2025,Band D,1279.0,7.0,4-9,2026,01-05-2026
NI7531,01-05-2026,0,9.5,46.5,1805.0,9,9,9.5,9.5,True,True,09-03-2026,6,"CBRE, FirstPort, Ideal Cleaning Services Ltd, Munroe K Asset Management Ltd, Phosters (FM) Limited, City Facilities Management Holding (UK) Limited",,08-05-2019,Published,Accredited,y,y,28.0,Accredited,6.0,7.0,Band D,08-05-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
OK4300,01-05-2026,0,8.0,45.0,1805.0,9,9,9.5,9.5,True,True,09-03-2026,6,"CBRE, Mitie, Bellrock Group, OCS Group UK Limited, JCA Engineering Ltd, Anabas (UK2) Ltd",,09-05-2016,Published,Accredited,y,y,28.0,Accredited,6.0,10.0,Band D,09-05-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-05-2025,Band D,1279.0,9.0,4-9,2026,01-05-2026
HT0319,01-05-2026,0,8.0,45.0,2279.0,9,9,9.5,9.5,True,True,09-03-2026,12,"CBRE, Mitie, Rendall & Rittner, Bellrock Group, Knight Frank LLP, Savills UK Limited, Colliers International, Regent Samsic, Compass Group (Contractors), Jaguar Building Services Ltd, KCE FM Ltd, Robert Irving Burns",,09-05-2019,Published,Accredited,y,y,28.0,Accredited,12.0,7.0,Band D,09-05-2026,,Renewal Proforma Sent,2279,455.8,2734.8,1214,140,135,2734.8,1214.0,140.0,135,,Open,UNKNOWN,2279,2279.0,10+,4+,12.0,01-05-2025,Band D,1279.0,13.0,10+,2026,01-05-2026
JR8685,01-05-2026,0,8.0,44.0,1647.0,8,9,9.5,9.5,True,False,09-03-2026,4,"CBRE, Voyage Care, Edward Billington & Sons, Touchstone",,22-05-2019,Published,Accredited,y,n,28.0,Accredited,4.0,7.0,Band D,22-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
KU4795,01-05-2026,0,9.0,46.0,1805.0,9,9,9.5,9.5,True,True,09-03-2026,6,"Trinity Fire & Security Systems Ltd, Solenis, BGEN, Premier Technical Services Group Ltd, Touchstone, University of Southampton",,09-05-2017,Published,Accredited,y,y,28.0,Accredited,6.0,9.0,Band D,09-05-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
ZE9669,01-05-2026,0,9.5,45.5,1726.0,8,9,9.5,9.5,True,False,09-03-2026,5,"Colliers International, Star Academies, London City Airport, Housing21, Notting Hill Genesis",,01-05-2018,Published,Accredited,y,n,28.0,Accredited,5.0,8.0,Band D,01-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
EQ3471,01-05-2026,0,8.0,44.0,1963.0,8,9,9.5,9.5,True,False,10-03-2026,8,"ForFarmers, AB Agri, William Grant & Sons Ltd, GKN Aerospace Services Limited, KP Snacks Ltd, Edward Billington & Sons, Eastleigh Borough Council, Dale Farm Ltd",,28-05-2009,Published,Accredited,y,n,28.0,Accredited,8.0,17.0,Band D,28-05-2026,,Renewal Proforma Sent,1963,392.6,2355.6,1214,140,135,2355.6,1214.0,140.0,135,,Open,UNKNOWN,1963,1963.0,4-9,4+,8.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
JK6663,01-05-2026,0,8.0,44.0,1884.0,8,9,9.5,9.5,True,False,10-03-2026,7,"CBRE, OCS Group UK Limited, Dalkia Ltd, JCA Engineering Ltd, EMCOR Group (UK) Plc, Konecranes Demag UK Ltd, Princes Ltd",,29-05-2015,Published,Accredited,y,n,28.0,Accredited,7.0,11.0,Band D,29-05-2026,,Renewal Proforma Sent,1884,376.8,2260.8,1214,140,135,2260.8,1214.0,140.0,135,,Open,UNKNOWN,1884,1884.0,4-9,4+,7.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
NV5383,01-05-2026,0,9.5,45.5,1884.0,8,9,9.5,9.5,True,False,10-03-2026,7,"OCS Group UK Limited, Touchstone, Jordans Ryvita, Compass Group (Contractors), Silver Spoon, British Sugar, Lamb Weston Meijer (UK) Ltd",,27-05-2003,Published,Accredited,y,n,28.0,Accredited,7.0,23.0,Band D,27-05-2026,,Renewal Proforma Sent,1884,376.8,2260.8,1214,140,135,2260.8,1214.0,140.0,135,,Open,UNKNOWN,1884,1884.0,4-9,4+,7.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
EQ8012,01-05-2026,0,9.5,45.5,1963.0,8,9,9.5,9.5,True,False,10-03-2026,8,"CBRE, Mitie, Dalkia Ltd, Workman LLP, Knight Frank LLP, Royal Mail Property and Facilities Solutions, Mecsia Group Limited, Arnold Clark Automobiles Ltd",,23-05-2007,Published,Accredited,y,n,28.0,Accredited,8.0,19.0,Band D,23-05-2026,,Renewal Proforma Sent,1963,392.6,2355.6,1214,140,135,2355.6,1214.0,140.0,135,,Open,UNKNOWN,1963,1963.0,4-9,4+,8.0,01-05-2025,Band D,1279.0,10.0,4-9,2026,01-05-2026
KY6357,01-05-2026,0,9.5,44.5,1805.0,8,8,9.5,9.5,True,False,10-03-2026,6,"Nestle UK Ltd, BGEN, ERIKS UK Holdings Limited, Nichols PLC (Vimto), ABP UK, Rolls-Royce",,30-05-2013,Published,Accredited,y,n,28.0,Accredited,6.0,13.0,Band D,30-05-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
ND9594,01-05-2026,0,8.0,44.0,1726.0,8,9,9.5,9.5,True,False,10-03-2026,5,"Mitie, OCS Group UK Limited, Trinity Fire & Security Systems Ltd, Chubb Systems Ltd, Sealy United Kingdom Limited",,23-05-2012,Published,Accredited,y,n,28.0,Accredited,5.0,14.0,Band D,23-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
OJ1259,01-05-2026,0,9.5,46.5,1963.0,9,9,9.5,9.5,True,True,10-03-2026,8,"CBRE, Mitie, JLL, OCS Group UK Limited, Savills UK Limited, London City Airport, Jaguar Building Services Ltd, Westerleigh Group Limited",,09-05-2008,Published,Accredited,y,y,28.0,Accredited,8.0,18.0,Band D,09-05-2026,,Renewal Proforma Sent,1963,392.6,2355.6,1214,140,135,2355.6,1214.0,140.0,135,,Open,UNKNOWN,1963,1963.0,4-9,4+,8.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
ZC2301,01-05-2026,0,9.0,45.0,1884.0,8,9,9.5,9.5,True,False,10-03-2026,7,"Nestle UK Ltd, Greencore, Premier Foods Group Limited, Princes Ltd, Unilever UK Group Ltd, Muller, Heineken UK Ltd",,08-05-2003,Published,Accredited,y,n,28.0,Accredited,7.0,23.0,Band D,08-05-2026,,Renewal Proforma Sent,1884,376.8,2260.8,1214,140,135,2260.8,1214.0,140.0,135,,Open,UNKNOWN,1884,1884.0,4-9,4+,7.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
KN4983,01-05-2026,0,9.5,44.5,1647.0,8,8,9.5,9.5,True,False,10-03-2026,4,"Bentley Motors Ltd, Lifting Gear UK Group Ltd, Greggs Plc, Kernow Coatings Limited",,15-05-2008,Published,Accredited,y,n,28.0,Accredited,4.0,18.0,Band D,15-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,4.0,4-9,2026,01-05-2026
FG8142,01-05-2026,0,9.5,44.5,2042.0,8,8,9.5,9.5,True,False,10-03-2026,9,"CBRE, Mitie, Dalkia Ltd, Vital Energi Ltd, Colliers International, Muller, The Abbeyfield Society, JCA Engineering Ltd, Arcus FM",,31-05-2014,Published,Accredited,y,n,28.0,Accredited,9.0,12.0,Band D,31-05-2026,,Renewal Proforma Sent,2042,408.4,2450.4,1214,140,135,2450.4,1214.0,140.0,135,,Open,UNKNOWN,2042,2042.0,4-9,4+,9.0,01-05-2025,Band D,1279.0,11.0,4-9,2026,01-05-2026
PM5583,01-05-2026,0,8.0,44.0,1647.0,8,9,9.5,9.5,True,False,10-03-2026,4,"CBRE, Serco Group Plc, ERIKS UK Holdings Limited, Compass Group (Contractors)",,04-05-2010,Published,Accredited,y,n,28.0,Accredited,4.0,16.0,Band D,04-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,6.0,4-9,2026,01-05-2026
MQ2886,01-05-2026,0,9.5,45.5,1726.0,9,8,9.5,9.5,True,True,10-03-2026,5,"FirstPort, Bidwells LLP, Carter Jonas LLP, SHW Partnership LLP, Housing21",,01-05-2012,Published,Accredited,y,y,28.0,Accredited,5.0,14.0,Band D,01-05-2026,,Renewal Proforma Sent,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
GA7096,01-05-2026,0,9.5,46.5,1647.0,9,9,9.5,9.5,True,True,10-03-2026,4,"CBRE, Bellrock Group, Savills UK Limited, Bentley Motors Ltd",,06-05-2014,Published,Accredited,y,y,28.0,Accredited,4.0,12.0,Band D,06-05-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-05-2025,Band D,1279.0,5.0,4-9,2026,01-05-2026
FZ7058,01-05-2026,0,9.5,46.5,2200.0,9,9,9.5,9.5,True,True,10-03-2026,11,"OCS Group UK Limited, Gatwick Airport, Nestle UK Ltd, SSI Schaefer, Finsbury Foods Group Plc, Kellogg Company of Great Britain Ltd, BASF plc, Next Retail Ltd, New Look, Mars Petcare UK Limited, KP Snacks Ltd",,19-05-2004,Published,Accredited,y,y,28.0,Accredited,11.0,22.0,Band D,19-05-2026,,Renewal Proforma Sent,2200,440.0,2640.0,1214,140,135,2640.0,1214.0,140.0,135,,Open,UNKNOWN,2200,2200.0,10+,4+,11.0,01-05-2025,Band D,1279.0,15.0,10+,2026,01-05-2026
GZ4461,01-05-2026,0,8.0,44.0,2358.0,8,9,9.5,9.5,True,False,10-03-2026,13,"CBRE, Rendall & Rittner, FirstPort, 2 Sisters Food Company Ltd, Bidwells LLP, Kinleigh Ltd (Block Management Division), United Infrastructure Group, Lambert Smith Hampton Residential, Helix Construct, DBR (London) Limited, Ballymore Asset Management Ltd, University of Essex, Norse Group Limited",,14-05-2014,Published,Accredited,y,n,28.0,Accredited,13.0,12.0,Band D,15-05-2026,,Renewal Proforma Sent,2358,471.6,2829.6,1214,140,135,2829.6,1214.0,140.0,135,,Open,UNKNOWN,2358,2358.0,10+,4+,13.0,01-05-2025,Band D,1279.0,13.0,10+,2026,01-05-2026
EA5970,01-05-2026,0,9.5,46.5,2358.0,9,9,9.5,9.5,True,True,10-03-2026,13,"Bellrock Group, 2 Sisters Food Company Ltd, Vital Energi Ltd, Iceland Foods Ltd, Compton Property Management, Muller, Premier Foods Group Limited, Uplands Retail Ltd, Kerry Ingredients, KP Snacks Ltd, McCain Foods (GB) Ltd, Chessington World of Adventures Resort, Robert McBride",,19-05-2009,Published,Accredited,y,y,28.0,Accredited,13.0,17.0,Band D,19-05-2026,,Renewal Proforma Sent,2358,471.6,2829.6,1214,140,135,2829.6,1214.0,140.0,135,,Open,UNKNOWN,2358,2358.0,10+,4+,13.0,01-05-2025,Band D,1279.0,13.0,10+,2026,01-05-2026
EY4970,01-05-2026,0,9.0,46.0,2200.0,9,9,9.5,9.5,True,True,10-03-2026,11,"CBRE, Mitie, Rendall & Rittner, FirstPort, Bellrock Group, Sodexo Limited, Knight Frank LLP, Savills UK Limited, Nestle UK Ltd, Regent Samsic, Touchstone",,28-05-2004,Published,Accredited,y,y,28.0,Accredited,11.0,22.0,Band D,28-05-2026,,Renewal Proforma Sent,2200,440.0,2640.0,1214,140,135,2640.0,1214.0,140.0,135,,Open,UNKNOWN,2200,2200.0,10+,4+,11.0,01-05-2025,Band D,1279.0,12.0,10+,2026,01-05-2026
JD3863,01-05-2026,0,9.5,46.5,3306.0,9,9,9.5,9.5,True,True,10-03-2026,25,"CBRE, Mitie, Rendall & Rittner, FirstPort, Bellrock Group, Dalkia Ltd, Workman LLP, Knight Frank LLP, Gatwick Airport, Savills UK Limited, Colliers International, Savills Management Resources Ltd, Peabody Trust, JFM Block & Estate Management, D&G Block Management, Smith Waters, RMG Property Management, Digital Realty (UK) Limited, JCA Engineering Ltd, CA Daw & Son Ltd, Robert Irving Burns, SHW Partnership LLP, Kinleigh Ltd (Block Management Division), Helix Property Advisors, Regent Samsic",,07-05-2004,Published,Accredited,y,y,28.0,Accredited,25.0,22.0,Band D,07-05-2026,,Renewal Proforma Sent,3306,661.2,3967.2,1214,140,135,3967.2,1214.0,140.0,135,,Open,UNKNOWN,3306,3306.0,10+,4+,25.0,01-05-2025,Band D,1279.0,25.0,10+,2026,01-05-2026
JD7811,01-05-2026,0,9.5,45.5,2358.0,8,9,9.5,9.5,True,False,10-03-2026,13,"CBRE, Mitie, Rendall & Rittner, Bellrock Group, Canary Wharf Management Limited, Hornbeam, Jaguar Building Services Ltd, Nichols PLC (Vimto), Collins Construction Ltd, Norse Group Limited, William Jackson Food Group, ERIKS UK Holdings Limited, British Gypsum",,05-05-2009,Published,Accredited,y,n,28.0,Accredited,13.0,17.0,Band D,05-05-2026,,Renewal Proforma Sent,2358,471.6,2829.6,1214,140,135,2829.6,1214.0,140.0,135,,Open,UNKNOWN,2358,2358.0,10+,4+,13.0,01-05-2025,Band D,1279.0,12.0,10+,2026,01-05-2026
FK1841,01-05-2026,0,8.0,44.0,1568.0,8,9,9.5,9.5,True,False,10-03-2026,3,"CBRE, Dalkia Ltd, Vertiv Infrastructure Ltd",,21-05-2009,Published,Accredited,y,n,28.0,Accredited,3.0,17.0,Band D,21-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,5.0,3,2026,01-05-2026
IU6858,01-05-2026,0,8.0,44.0,1568.0,8,9,9.5,9.5,True,False,10-03-2026,3,"Colliers International, RMBI Care Company, AkzoNobel",,11-05-2010,Published,Accredited,y,n,28.0,Accredited,3.0,16.0,Band D,11-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,4.0,3,2026,01-05-2026
FZ2756,01-05-2026,0,8.0,45.0,1568.0,9,9,9.5,9.5,True,True,10-03-2026,3,"CBRE, FirstPort, G4S PLC",,01-05-2014,Published,Accredited,y,y,28.0,Accredited,3.0,12.0,Band D,06-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,3.0,3,2026,01-05-2026
ND6009,01-05-2026,0,9.5,46.5,1568.0,9,9,9.5,9.5,True,True,10-03-2026,3,"The Bristol Port Company, William Grant & Sons Ltd, Pepsico International UK",,22-05-2012,Published,Accredited,y,y,28.0,Accredited,3.0,14.0,Band D,22-05-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-05-2025,Band D,1279.0,3.0,3,2026,01-05-2026
CN8188,01-04-2026,0,8.0,44.0,1884.0,8,9,9.5,9.5,True,False,11-02-2026,7,"CBRE, Mitie, Knight Frank LLP, Colliers International, Serco Group Plc, Redpath Bruce, William Grant & Sons Ltd",,12-04-2017,Published,Accredited,y,n,28.0,Accredited,7.0,9.0,Band D,12-04-2026,,Renewal Proforma Sent,1884,376.8,2260.8,1214,140,135,2260.8,1214.0,140.0,135,,Open,UNKNOWN,1884,1884.0,4-9,4+,7.0,01-04-2025,Band D,1279.0,7.0,4-9,2026,01-04-2026
MG8959,01-04-2026,0,9.5,45.5,1647.0,9,8,9.5,9.5,True,True,11-02-2026,4,"Bellrock Group, Workman LLP, Touchstone, Carter Jonas LLP",,12-04-2012,Published,Accredited,y,y,28.0,Accredited,4.0,14.0,Band D,12-04-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-04-2025,Band D,1279.0,4.0,4-9,2026,01-04-2026
